prompt,Result_amazon.nova-lite-v1:0,Result_amazon.nova-micro-v1:0,Result_amazon.nova-premier-v1:0,Result_amazon.nova-pro-v1:0,Result_anthropic.claude-3-5-haiku-20241022-v1:0,Result_anthropic.claude-3-5-sonnet-20240620-v1:0,Result_anthropic.claude-3-7-sonnet-20250219-v1:0,Result_gemini-2.5-flash,Result_gemini-2.5-pro,Result_gpt-4o,Result_gpt-4o-mini,Result_gpt-5,Result_meta.llama3-2-11b-instruct-v1:0,Result_meta.llama4-maverick-17b-instruct-v1:0,Result_meta.llama4-scout-17b-instruct-v1:0,Result_o1-mini,Score_amazon.nova-lite-v1:0,Score_amazon.nova-micro-v1:0,Score_amazon.nova-premier-v1:0,Score_amazon.nova-pro-v1:0,Score_anthropic.claude-3-5-haiku-20241022-v1:0,Score_anthropic.claude-3-5-sonnet-20240620-v1:0,Score_anthropic.claude-3-7-sonnet-20250219-v1:0,Score_gemini-2.5-flash,Score_gemini-2.5-pro,Score_gpt-4o,Score_gpt-4o-mini,Score_gpt-5,Score_meta.llama3-2-11b-instruct-v1:0,Score_meta.llama4-maverick-17b-instruct-v1:0,Score_meta.llama4-scout-17b-instruct-v1:0,Score_o1-mini
what is the total market worth of indb as of today?,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
what is the total market worth of regn as of today?,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,4,4,3,3,3,3,3,3,3,4,2,3,4,3,1,4
what is the total number of dividends that tnl has paid out in 2023?,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,1,2,2,1,1,1,1,1,1,3,1,2,2
what is the total number of films directed by steven spielberg?,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,4,4,4,-1,4,4,4,5,5,5
what is the total number of oscars won by the composer john williams for his film scores?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,4,4,4,5,4,4,5,5,5
what is the total number of weeks elvis presley's songs spent at number one on the billboard hot 100?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2
what is the total number of world cup victories for the brazilian national football (soccer) team?,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2
what is the total screentime of emma watson in the 9 original harry potter movies?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
what is the trading volume of microsoft when they ipo(became public) in 1987?,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,1,4,2,2,2,2,2,2,1,2,4,2,4
what is the trading volume of polypid on wed?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what is the trading volume of zebra technologies corporation on wed?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what is the unit of measurement for energy?,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what is the vertical distance between usoi dam and tabqa dam in meters?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
"what is the volume of bitcoin when it opened at over 55,000 on feb 14 2024",1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4
what is the weekly low of gyrodyne llc stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"what is total amount of income tax to pay for single filer with taxable income of $176,832 in 2023?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
what is treasury yield?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,4,3,3,4,5,4,3,1,1,1,2,1,2,3,4,5
what is working capital?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2,3,3,4,4,3,2,2,2,2,2,2,3,3,5
what kind of meat do koalas eat?,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,2,2,5,2,2,2,2,5,2,2,2,5,2,5,5,5
what kind of tigers are extinct?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
what label is taylor swift signed to?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what language is the music never stopped originally in?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what movie did captain america use the glove to stop thanos?,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,2,2,2,3,2,2,2,2,2,2,2,2,1,4,2
what movie earned leonardo dicaprio his first academy award?,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,4,3,3,2,3,3,3,3,3,2,3,4
"what movie earned the best animated feature film academy award in 2019, can you tell me?",0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5
what movie had the largest budget that was a comedy movie?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what movie received the best animated feature film award at the oscars in 2007?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
what movie received the best animated feature film award at the oscars in 2011?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what movie received the best animated feature film oscar in 2014?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what movie received the best documentary feature accolade at the academy awards in 2009?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what movie received the best documentary feature accolade at the academy awards in 2016?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what movie was recognized with the best animated feature film award at the oscars in 2020?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
what movie was the most profitable that bruce willis was in?,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,3,5,3,3,2,5,3,1,1,1,2,3,1,3,3,2
what movie won the academy award for best animated feature film in 2009?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what movie won the academy award for best picture in 2012?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"what movie won the most oscars, lincoln or the girl with the dragon tattoo?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"what movie's visual effects were considered the most impressive by the academy in 1995, winning the coveted best visual effects award?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"what movie's visual effects were considered the most impressive by the academy in 2006, winning the coveted best visual effects award?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
what movies are coming out in july 2024?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,4,4,2,4,2,4,4,4,3,3,3
what movies did bruce willis work on in 2023?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
what movies did craig robinson appear in for 2013?,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,2,3,2,2,3,2,2,4,2,2,2,3,2,3,4
what movies did emilia clarke play in last 5 years,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2
what nasdaq 100 company had the biggest percentage change today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what newspaper is the sister publication of the new york times?,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,5,1,1,1,5,1,1,1,1,1,2,1,2
what nfl team has deion sanders played for?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5
what nfl teams have never made the super bowl?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what other songs did the artist release in the same year as save me?,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,1,1,1,3,2,2
what percent of last season's f1 races were won by max verstappen?,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,2,4,2,4,4,3,3,1,4,3,3,1,4,3,5
what percentage of gross for pixar's 2020 movies came from outside the us and canada?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what percentage of israel adesanya's ufc fights have ended in a decision?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,1,2,1,1,2,3,2
what percentage of israel adesanya's ufc fights have ended in a knockout?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2
what percentage of pixar 2020 movies came from outside the us and canada?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
what percentage of tencent music users are premium subscribers?,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,5,5,2,1,5,1,1,5,5,2,5,4,5
what percentage of the american equity market by capitalization does the s&p 500 index include?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what percentage of the dow jones are financial services companies?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what percentage of the year was "black beatles" the number one song on the billboard 100 in 2016?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what percentage of the year was adele's album number one on the billboard 200 in 2016?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
what pixar films were released after 2017?,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2
what price did the encore wire corporation open today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
what price did the ppg industries open today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
what professional won the best actor oscar in 2007?,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,5,4,4,5,5,5,2,2,1,5,5,5,5,5,5
what professional won the best actor oscar in 2020?,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
what rating did the most popular comedy show of 2023 have on tomatometer?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what role did scarlett johansson play in harry potter?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,5
what school did the 2016 heisman trophy winner play for?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,3,3,3,3,3,3,5,5,5,5
what school does lebron james's youngest son attend?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
what school won the women's gymnastics ncaa championship in 2022?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what score did elle get on the asat test in legally blonde?,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,2,1,2,2,2,2,2,2,1,1,1,4,2,2
what show was will smith's start to his career in acting?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
what song topped the billboard chart on 2004-02-04?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what songs did miles kane release in 2022?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what songs did the bonnie raitt publish in 2020?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2
what songs were released by frank zappa in 2020?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what songs/albums did rihanna win grammy awards?,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,3,2,3,3,3,3,2,2,2,2,2,2,2,3,3,4
what soul train awards has usher won in year 2023,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,4,5,5,5,2,4,2,2,4,2,5,5,5
what sport did the ufc heavyweight champion's brother play?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what sport does pau gasol's brother play?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what team did le havre go up against in their match last week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what team did magic oppose in their contest on 2022-10-14?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what team did michael jordan play baseball for?,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,5,3,3,5,5,3,3,3,3,3,3,2,5,5,5
what team did peyton manning last play for?,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
what team did the mighty ducks play against in the final game in the second mighty ducks movie?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what team does the player who threw the most interceptions last year play for?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what team has been to the super bowl the most in the ninetys era?,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2
what team will athletic club play this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what team will celta vigo go head-to-head against in esp-la liga in their next league fixture?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what team will everton go head-to-head against in eng-premier league in their next league match?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what team will manchester utd go head-to-head against in their next match in eng-premier league?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what team will nantes play this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1
what teams are minor league affiliates of the boston red sox?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,5,5,3,5,3,5,5,5,5,5
what teams are minor league affiliates of the san franciso giants?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
what teams are part of group c in the 2023-24 uefa champions league?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what teams are part of group e in the 2023 fifa women's world cup?,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what teams made the nfl playoffs this year?,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,3,3,1,2,1,1,3,3,3,1,3
what the name of taylor swift's rap album before she transitioned to pop?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
what time did the noto earthquake in japan happened in january of 2022,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
what total points were scored by orlando magic in 2022-01?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what type of dog does taylor swift have?,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,3,1,3,3,3,1,1,1,1,2,4
what was abts's stock price at the end of the trading day yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2
what was aeae's closing price yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was ags's open price this past friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
what was alcc's opening stock price on the previous friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was amazon's average annual revenue for the past 3 years?,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,4,1,1,1,5,5,1,5,1,2,1,2,2,5,5,5
"what was asana's trading volume for the first week of february, cumulatively?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was average budget for the last three pixar movies?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was average gross for the first three pixar movies in the us and canada?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was blacw's stock price at the close of trading yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1
what was cj stroud's touchdown to interception ratio in his rookie season?,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,1,3,5,4,5,4,4,4,5,4,3,3,5
what was clermont foot's score last week?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2
what was cslm's closing stock price the previous day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2
what was cvm's open stock price last friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was dallas mavericks's win tally in 2022?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1
what was dana ashbrook's age when he/she made an appearance in the aggression scale?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,3,3,1,2,1,5,2,2,1,3,2,3
what was dbvt's stock price at the end of the last trading session?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2
what was dynatrace's stock price at its lowest point during the previous month?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was edbl's closing stock price on the most recent friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was emd's open stock price last friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was fulham's score last week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1
what was galmed pharmaceuticals's closing price on the day that saw the most trading activity last week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was gb's closing stock price the previous day in usd?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3
what was gpi's closing stock price on the last day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was henry rollins's age when he/she made an appearance in henry rollins: henry rollins goes to london?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was marseille's score last week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,2,2,2,-1,1,2,2,2,2,1
what was michelle obama's code name,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
what was mike epps's age at the time of next friday's release?,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,5,5,4,5,1,1,1,1,4,5,5,2,5,5,3
what was montpellier's score last week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was ndaq's stock price at closing time on the last trading day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3
what was newcastle utd's score last week?,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,3,3,3,3,2,2,1,2,2
what was osasuna's score last week?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2
what was portland trail blazers's scoring output on 2022-10-11?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was rmco's open price this past friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was rxrx's price at the end of the trading session yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was sfwl's closing stock price on the most recent friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2
what was szzl's opening price on the last friday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was taylor swifts age when she released her debut album?,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5
what was tbmc's closing price yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the 76ers' record the year allen iverson won mvp?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5
what was the album released by the duo that skrillex formed with diplo?,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,5,5,5,5,1,4,5,1,1,5,1,5,1,5,5,5
what was the average amount spent by amazon on their three largest acquisitions to date?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,1,1,1,2,2,2,1,3,2,2
what was the average annual revenue for music streaming from 2020 to 2022?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,2
what was the average budget for all movies in the harry potter series?,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,3,4,4,3,2,2,1,1,1,3,1,2,4,1,1,4
what was the average daily high of ficvu this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the average daily high of nbbk this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the average daily high of oblg this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the average daily high of tbmc this week?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the average gross for all movies in the harry potter series in the uk?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
what was the average opening weekend sales for the black panther movies?,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,3,3,4,4,5,5,1,1,1,2,3,2,2,5,3,5
what was the average worldwide gross for pixar's movies in 2017?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the budget for the second bourne film?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the closing price of atxg yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
"what was the closing price of bitcoin on february 02, 2023?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the closing price of hamilton lane yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
what was the closing price of imaq yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the closing price of landp yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"what was the closing price of netflix (nflx) on february 09, 2024?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
what was the closing price of vnom yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,4,2,1,1,2,2,2,1,2,1,3
what was the closing stock price of bepc the previous day?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
what was the closing stock price of bsy compared to vtrs on the last trading day of 2023?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
what was the date for the first release of deep impact?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,4,4,4,5,5,5,5,5,5,2,2,5
